小说,不能承受的生命之轻,[捷克] 米兰·昆德拉, 上海译文出版社, Nesnesitelná lehkost bytí,,, 2003-7, 394, 23.00元, 平装,米兰·昆德拉作品系列（2003版）, 9787532731077, 8.5 ,129741,40.2,43.7,14.6,1.1,0.4
小说,一桩事先张扬的凶杀案,[哥伦比亚] 加西亚·马尔克斯, 南海出版公司, Crónica de una muerte anunciada,,, 2013-6, 144, 25.00, 精装,新经典文库:加西亚·马尔克斯作品, 9787544266123, 8.6 ,8763,45.3,43.2,10.8,0.6,0.2
小说,枯枝败叶,[哥伦比亚] 加西亚·马尔克斯, 南海出版公司, La hojarasca,,, 2013-1, 144, 25.00元, 精装,新经典文库:加西亚·马尔克斯作品, 9787544264006, 7.9 ,5806,23.5,51.8,22.9,1.6,0.2
小说,One Hundred Years of Solitude,Gabriel Garcia Marquez, Everyman&#39;s Library, Cien años de soledad,,, 1995-10-17, 448, 241.00元, Hardcover,, 9780679444657, 9.2 ,208,71.2,21.6,5.8,1.0,0.5
小说,百年孤独,[哥伦比亚] 加西亚·马尔克斯, 上海译文出版社, Cien años de soledad,,, 1989-10, 385, 12.70元, 精装,世界文学名著珍藏本, 9787532706907, 8.9 ,46436,56.0,33.2,9.9,0.7,0.2
小说,百年孤独,[哥伦比亚] 加西亚・马尔克斯, 浙江文艺出版社, Cien años de soledad,,, 1991-12, 345, 16.00, 精装,外国文学名著精品, 9787533904777, 9.0 ,6632,61.2,29.8,8.4,0.5,0.1
小说,百年孤独,加西亚·马尔克斯, 南海出版社,,,, 2007,, 22, 平,, 9787544218566, 9.1 ,2615,63.2,27.9,8.1,0.7,0.2
小说,达·芬奇密码,[美] 丹·布朗, 上海人民出版社, The Da Vinci Code,,, 2004-2, 432, 28.00元, 平装,, 9787208050037, 8.2 ,123137,34.0,46.5,17.8,1.2,0.4
小说,目送,龙应台, 生活·读书·新知三联书店,,,, 2009-10, 281, 39.00元, 平装,龙应台作品精选, 9787108032911, 8.7 ,73354,47.9,40.6,10.4,0.8,0.2
小说,The Kite Runner,Khaled Hosseini, Bloomsbury Publishing PLC,,,, 2004-5, 352, 72.00, 平装,, 9780747573395, 9.0 ,1651,61.7,29.9,7.3,1.0,0.1
小说,追风筝的人,[美] 卡勒德·胡赛尼, 上海人民出版社, The Kite Runner,,, 2007-7, 381, 48.00元, 精装,, 9787208068216, 8.8 ,6451,52.1,38.2,8.6,0.6,0.4
小说,The Kite Runner,Khaled Hosseini, Riverhead Trade,,,, 2004-4, 372, USD 16.00, Paperback,, 9781594480003, 8.9 ,1634,58.7,32.1,8.0,1.0,0.2
小说,追風箏的孩子,Khaled Hosseini, 木馬文化, The Kite Runner,,, 2005-9-1, 368, 112.00元, Paperback,卡勒德·胡賽尼作品, 9789867475657, 8.9 ,721,56.4,36.3,6.1,1.0,0.1
小说,宫主天下,宇涵豪, 长江文艺出版社,,,, 2016-9, 379, 39.80, 平装,, 9787535490001, 7.9 ,16,56.2,43.8,0.0,0.0,0.0
